dataset,type,model,rho,r
ENSG00000163485,GPCR,JTT,0.9999138556689674,0.9999955945158089
ENSG00000163485,GPCR,gcpREV,0.9997829907893278,0.9999931737132248
ENSG00000163485,GPCR,mtMet,0.9998718403055956,0.9999896151094472
ENSG00000163485,GPCR,HIVb,0.9999014286422133,0.9999932856570766
ENSG00000163485,GPCR,JC,0.9998484220483412,0.9999982584428779
ENSG00000163702,GPCR,LG,0.9998685933457032,0.9999885072414882
ENSG00000163702,GPCR,WAG,0.9998711474246139,0.9999886562937107
ENSG00000163702,GPCR,JTT,0.9998751290271365,0.999990082765042
ENSG00000163702,GPCR,gcpREV,0.9998042307907575,0.9999583065961347
ENSG00000163702,GPCR,mtMet,0.9998034967083993,0.9999492125424325
ENSG00000163702,GPCR,HIVb,0.999841344407553,0.999984358263885
ENSG00000163702,GPCR,JC,0.99981216820514,0.9999673526754508
ENSG00000163914,GPCR,LG,0.9999695990609163,0.9999988169668438
ENSG00000163914,GPCR,WAG,0.999959739296888,0.9999991471024168
ENSG00000163914,GPCR,JTT,0.9999491491892534,0.9999991085148774
ENSG00000163914,GPCR,gcpREV,0.9999823802365089,0.9999986185710648
ENSG00000163914,GPCR,mtMet,0.9999820150633472,0.9999987026918438
ENSG00000163914,GPCR,HIVb,0.9999785458838645,0.9999987749221694
ENSG00000163914,GPCR,JC,0.9999848451193692,0.9999990721161667
ENSG00000164128,GPCR,LG,0.9999125137863378,0.9999924038925976
ENSG00000164128,GPCR,WAG,0.9999011511068743,0.9999949928243885
ENSG00000164128,GPCR,JTT,0.9998926126643114,0.9999944574134535
ENSG00000164128,GPCR,gcpREV,0.9998689019885076,0.9999915128367474
ENSG00000164128,GPCR,mtMet,0.9998776375495504,0.9999899530556415
ENSG00000164128,GPCR,HIVb,0.9999116599245744,0.9999916730924776
ENSG00000164128,GPCR,JC,0.9998057172844973,0.9999903109671935
ENSG00000164251,GPCR,LG,0.9999649085901846,0.9999953468294932
ENSG00000164251,GPCR,WAG,0.99997828572026215,0.9999852214333903
ENSG00000164251,GPCR,JTT,0.9999651441013548,0.9999812428143593
ENSG00000164251,GPCR,gcpREV,0.9999365528529379,0.9999752517248408
ENSG00000164251,GPCR,mtMet,0.9999441834466368,0.9999897283047097
ENSG00000164251,GPCR,HIVb,0.9999614229968499,0.9999946978002354
ENSG00000164251,GPCR,JC,0.999960810203928,0.9999969701333135
ENSG00000164342,GPCR,LG,0.9999811832597897,0.9999991163450974
ENSG00000164342,GPCR,WAG,0.999987362617288,0.999999336814993
ENSG00000164342,GPCR,JTT,0.999977901165982,0.9999993341946333
ENSG00000164342,GPCR,gcpREV,0.9999647197187119,0.999998522651308
ENSG00000164342,GPCR,mtMet,0.9999492735317802,0.9999986213842367
ENSG00000164342,GPCR,HIVb,0.9999652637852362,0.9999987122598601
ENSG00000164342,GPCR,JC,0.9999717837133384,0.9999992047298998
ENSG00000164604,GPCR,LG,0.9999974001258339,0.9999994115511074
ENSG00000164604,GPCR,WAG,1,0.999999559040531
ENSG00000164604,GPCR,JTT,0.9999935003145849,0.9999996357194368
ENSG00000164604,GPCR,gcpREV,0.9999987000629171,0.9999994091732347
ENSG00000164604,GPCR,mtMet,0.9999974001258339,0.9999992906741163
ENSG00000164604,GPCR,HIVb,0.999994800251668,0.9999996259759374
ENSG00000164604,GPCR,JC,0.9999892755156325,0.9999988731968938
ENSG00000164849,GPCR,LG,0.9999652423191833,0.9999991636101268
ENSG00000164849,GPCR,WAG,0.9999572025577896,0.9999995321942551
ENSG00000164849,GPCR,JTT,0.9999688967533014,0.9999996362740315
ENSG00000164849,GPCR,gcpREV,0.999966622892038,0.9999988128820064
ENSG00000164849,GPCR,mtMet,0.9999361693108351,0.9999984259445317
ENSG00000164849,GPCR,HIVb,0.9999649174724142,0.999998879114256
ENSG00000164849,GPCR,JC,0.9999472948014899,0.9999994166697729
ENSG00000164930,GPCR,LG,0.9999936433135483,0.9999997637709852
ENSG00000164930,GPCR,WAG,0.9999960649081406,0.9999998740335124
ENSG00000164930,GPCR,JTT,0.9999946036008179,0.9999998740382219
ENSG00000164930,GPCR,gcpREV,0.9999930796661841,0.9999996909105267
ENSG00000164930,GPCR,mtMet,0.9999919941237976,0.9999996841909727
ENSG00000164930,GPCR,HIVb,0.9999884347931038,0.9999996535813223
ENSG00000164930,GPCR,JC,0.9999840926215257,0.9999997905490524
ENSG00000165029,GPCR,LG,0.9999978856336422,0.9999996419949944
ENSG00000165029,GPCR,WAG,0.9999963229919538,0.9999997528680431
ENSG00000165029,GPCR,JTT,0.9999937108780267,0.999999723445214
ENSG00000165029,GPCR,gcpREV,0.9999947325902123,0.9999994873944461
ENSG00000165029,GPCR,mtMet,0.999997337764513,0.9999994614203128
ENSG00000165029,GPCR,HIVb,0.9999960639011186,0.999999522741476
ENSG00000165029,GPCR,JC,0.9999844950015777,0.9999997752264468
ENSG00000165202,GPCR,LG,0.9999743281846184,0.999998150506417
ENSG00000165202,GPCR,WAG,0.999965770930406,0.9999990037121141
ENSG00000165202,GPCR,JTT,0.9999707196994981,0.9999987078567248
ENSG00000165202,GPCR,gcpREV,0.9999620593367229,0.9999977151318239
ENSG00000165202,GPCR,mtMet,0.9999698948992229,0.9999961528488012
ENSG00000165202,GPCR,HIVb,0.9999705134699682,0.9999985200382848
ENSG00000165202,GPCR,JC,0.9999291705041714,0.9999988289277405
ENSG00000165370,GPCR,LG,0.9998703428996378,0.999994759717792
ENSG00000165370,GPCR,WAG,0.9999142995999212,0.9999965833598675
ENSG00000165370,GPCR,JTT,0.9998545262702925,0.9999956508251854
ENSG00000165370,GPCR,gcpREV,0.9998763310682394,0.9999934437197429
ENSG00000165370,GPCR,mtMet,0.9998526170049691,0.9999926208041047
ENSG00000165370,GPCR,HIVb,0.9998509463927735,0.9999941863003291
ENSG00000165370,GPCR,JC,0.9998860726173213,0.9999957096841041
ENSG00000165621,GPCR,LG,0.9999450569367945,0.9999987700850037
ENSG00000165621,GPCR,WAG,0.9999610684539341,0.9999993185696621
ENSG00000165621,GPCR,JTT,0.9999705777738391,0.999999258278247
ENSG00000165621,GPCR,gcpREV,0.9998673564348924,0.9999981665985208
ENSG00000165621,GPCR,mtMet,0.9999409930767945,0.999997689211336
ENSG00000165621,GPCR,HIVb,0.9999583863190351,0.9999990008160887
ENSG00000165621,GPCR,JC,0.9999218115658737,0.9999992058200983
ENSG00000166148,GPCR,LG,0.9999875184248077,0.9999965992592402
ENSG00000166148,GPCR,WAG,0.9999851164696751,0.9999981535234483
ENSG00000166148,GPCR,JTT,0.9999779963852194,0.9999980684734113
ENSG00000166148,GPCR,gcpREV,0.9999786397757744,0.9999954299866559
ENSG00000166148,GPCR,mtMet,0.9999859314197929,0.9999630827284807
ENSG00000166148,GPCR,HIVb,0.9999621692414463,0.9999958134755195
ENSG00000166148,GPCR,JC,0.9999591666971483,0.9999793860270542
ENSG00000166160,GPCR,LG,0.9999841784942747,0.9999978398041952
ENSG00000166160,GPCR,WAG,0.9999829798897039,0.9999987178891679
ENSG00000166160,GPCR,JTT,0.9999839387767553,0.9999989903683204
ENSG00000166160,GPCR,gcpREV,0.9999765074678444,0.9999979769905003
ENSG00000166160,GPCR,mtMet,0.9999817813033406,0.9999975206628925
ENSG00000166160,GPCR,HIVb,0.9999762198041899,0.999997471756257
ENSG00000166160,GPCR,JC,0.9999779935694942,0.9999987421688267
ENSG00000166603,GPCR,LG,0.9999928321649244,0.9999996276766954
ENSG00000166603,GPCR,WAG,0.9999950566642526,0.9999997927750304
ENSG00000166603,GPCR,JTT,0.9999940679970971,0.9999997754390737
ENSG00000166603,GPCR,gcpREV,0.9999901133285665,0.9999996675096164
ENSG00000166603,GPCR,mtMet,0.9999939444159247,0.9999993027436791
ENSG00000166603,GPCR,HIVb,0.9999936972476698,0.9999997031751837
ENSG00000166603,GPCR,JC,0.9999924613935423,0.9999999178934306
ENSG00000166856,GPCR,LG,0.9999446717919364,0.9999954549428283
ENSG00000166856,GPCR,WAG,0.9999506377082223,0.9999984511404586
ENSG00000166856,GPCR,JTT,0.9999463952673349,0.9999985897991044
ENSG00000166856,GPCR,gcpREV,0.9999220897689459,0.9999944746293259
ENSG00000166856,GPCR,mtMet,0.9999077716096277,0.9999951985464
ENSG00000166856,GPCR,HIVb,0.9999256692989259,0.9999959749987559
ENSG00000166856,GPCR,JC,0.9999366728751148,0.9999983635346094
ENSG00000166884,GPCR,LG,0.9999881228102915,0.9999993359929713
ENSG00000166884,GPCR,WAG,0.9999947696898296,0.9999995424582976
ENSG00000166884,GPCR,JTT,0.9999910648790984,0.9999995115731376
ENSG00000166884,GPCR,gcpREV,0.999992481423401,0.9999991969077671
ENSG00000166884,GPCR,mtMet,0.9999792966753968,0.9999987243436383
ENSG00000166884,GPCR,HIVb,0.9999875779979573,0.999999094841182
ENSG00000166884,GPCR,JC,0.99997875181922,0.9999994215576286
ENSG00000167286,GPCR,LG,0.9996673824792272,0.9999644102638441
ENSG00000167286,GPCR,WAG,0.999727678047869,0.9999631915929644
ENSG00000167286,GPCR,JTT,0.9997462303949728,0.9999815245015913
ENSG00000167286,GPCR,gcpREV,0.9997164141230611,0.9998175010162801
ENSG00000167286,GPCR,mtMet,0.9996660575308666,0.999930183345282
ENSG00000167286,GPCR,HIVb,0.9996653951685256,0.9999768266099948
ENSG00000167286,GPCR,JC,0.9997551713944623,0.9999843520273786
ENSG00000167359,GPCR,LG,0.9999676349344381,0.9999974512133869
ENSG00000167359,GPCR,WAG,0.9999912735792031,0.9999949324317495
ENSG00000167359,GPCR,JTT,0.9999828785489865,0.9999845753947739
ENSG00000167359,GPCR,gcpREV,0.9999426707415542,0.9999929021510419
ENSG00000167359,GPCR,mtMet,0.9999434439622698,0.9999957159815229
ENSG00000167359,GPCR,HIVb,0.9999727161211885,0.999997812141327
ENSG00000167359,GPCR,JC,0.9999584665771932,0.9999948108118883
ENSG00000167822,GPCR,LG,0.9999383761204107,0.9999815035480569
ENSG00000167822,GPCR,WAG,0.9999590559677902,0.9999963221436354
ENSG00000167822,GPCR,JTT,0.9999622774486865,0.9999968545238916
ENSG00000167822,GPCR,gcpREV,0.999931205726698,0.9999954226442962
ENSG00000167822,GPCR,mtMet,0.9998776874851121,0.9999449546663612
ENSG00000167822,GPCR,HIVb,0.9999458583002657,0.9999851203972797
ENSG00000167822,GPCR,JC,0.9998779990514487,0.9999396905656345
ENSG00000168079,GPCR,LG,0.9999428485746569,0.9999989378644493
ENSG00000168079,GPCR,WAG,0.9999604989888182,0.9999993607674996
ENSG00000168079,GPCR,JTT,0.9999694820017742,0.9999993492084812
ENSG00000168079,GPCR,gcpREV,0.999941853130886,0.9999981361637537
ENSG00000168079,GPCR,mtMet,0.9999205609562047,0.999998057665664
ENSG00000168079,GPCR,HIVb,0.9999458105431813,0.9999986000018877
ENSG00000168079,GPCR,JC,0.9999562978310118,0.9999997731787547
ENSG00000168229,GPCR,LG,0.9999378398778751,0.9999929874126793
ENSG00000168229,GPCR,WAG,0.9999501946911484,0.9999963496316248
ENSG00000168229,GPCR,JTT,0.9999519963903675,0.9999969528995688
ENSG00000168229,GPCR,gcpREV,0.999911585901825,0.9999930030866037
ENSG00000168229,GPCR,mtMet,0.999921238075751,0.9999904031271536
ENSG00000168229,GPCR,HIVb,0.9999416364032886,0.9999965719486388
ENSG00000168229,GPCR,JC,0.9999167979099759,0.9999726076329243
ENSG00000168539,GPCR,LG,0.9999821500007415,0.999998557810686
ENSG00000168539,GPCR,WAG,0.9999803506042433,0.9999991511188717
ENSG00000168539,GPCR,JTT,0.9999786951591083,0.9999986863852769
ENSG00000168539,GPCR,gcpREV,0.9999825098785025,0.9999983429593233
ENSG00000168539,GPCR,mtMet,0.999960269356489,0.999996504738097
ENSG00000168539,GPCR,HIVb,0.999969770162546,0.9999969083556091
ENSG00000168539,GPCR,JC,0.9999875481780619,0.9999961932776301
ENSG00000168575,GPCR,LG,0.9999960327611412,0.9999995051948776
ENSG00000168575,GPCR,WAG,0.9999976702460895,0.9999996783582212
ENSG00000168575,GPCR,JTT,0.9999962058284634,0.999999657162175
ENSG00000168575,GPCR,gcpREV,0.9999926379770024,0.9999993841342633
ENSG00000168575,GPCR,mtMet,0.999993782884398,0.9999991111651363
ENSG00000168575,GPCR,HIVb,0.9999961392654301,0.9999994473861231
ENSG00000168575,GPCR,JC,0.999978379753072,0.9999993276367918
ENSG00000168685,GPCR,LG,0.9999164987201287,0.9999959773807646
ENSG00000168685,GPCR,WAG,0.9999505104808852,0.9999975350622713
ENSG00000168685,GPCR,JTT,0.9999316680047535,0.9999979232774807
ENSG00000168685,GPCR,gcpREV,0.9999089841708226,0.9999944048232541
ENSG00000168685,GPCR,mtMet,0.9999154612558693,0.9999959079889492
ENSG00000168685,GPCR,HIVb,0.9999048062790961,0.9999961949504169
ENSG00000168685,GPCR,JC,0.9999179005971386,0.9999975059912011
ENSG00000168758,GPCR,LG,0.9999670239219207,0.9999990644565069
ENSG00000168758,GPCR,WAG,0.9999750577738449,0.9999993831878774
ENSG00000168758,GPCR,JTT,0.9999756794031007,0.9999993374246485
ENSG00000168758,GPCR,gcpREV,0.9999643124207706,0.9999984486095578
ENSG00000168758,GPCR,mtMet,0.9999604642346644,0.9999981994109574
ENSG00000168758,GPCR,HIVb,0.9999666746204036,0.9999985840322059
ENSG00000168758,GPCR,JC,0.9999505828652655,0.9999996415602194
ENSG00000169208,GPCR,LG,0.9998967968660466,0.9999978497251739
ENSG00000169208,GPCR,WAG,0.9999477188150573,0.9999987340941502
ENSG00000169208,GPCR,JTT,0.9999609982360549,0.9999988039777009
ENSG00000169208,GPCR,gcpREV,0.9999298386426074,0.9999978346860368
ENSG00000169208,GPCR,mtMet,0.9999038025795587,0.999995302929759
ENSG00000169208,GPCR,HIVb,0.9999164546053608,0.9999981347935762
ENSG00000169208,GPCR,JC,0.9999133176419435,0.9999977145806206
ENSG00000169252,GPCR,LG,0.9999444068685602,0.9999983503112959
ENSG00000169252,GPCR,WAG,0.9999187749950874,0.9999985835484029
ENSG00000169252,GPCR,JTT,0.9999363384973652,0.9999983842546292
ENSG00000169252,GPCR,gcpREV,0.999867412854336,0.9999971081199656
ENSG00000169252,GPCR,mtMet,0.9999403234821502,0.9999978731968734
ENSG00000169252,GPCR,HIVb,0.9999306315792996,0.9999980898875338
ENSG00000169252,GPCR,JC,0.9999281716249494,0.9999985939889907
ENSG00000169313,GPCR,LG,0.9999544793389129,0.9999962844430014
ENSG00000169313,GPCR,WAG,0.9999613603622752,0.9999978592531017
ENSG00000169313,GPCR,JTT,0.9999598606397047,0.9999974391633787
ENSG00000169313,GPCR,gcpREV,0.9999612721473291,0.9999965969947733
ENSG00000169313,GPCR,mtMet,0.9998994310798542,0.9999912012377057
ENSG00000169313,GPCR,HIVb,0.9999678003047276,0.9999963405060118
ENSG00000169313,GPCR,JC,0.9999713290085717,0.9999970091167865
ENSG00000169618,GPCR,LG,0.9999919284047092,0.9999993669247186
ENSG00000169618,GPCR,WAG,0.9999964609152503,0.9999995494045859
ENSG00000169618,GPCR,JTT,0.9999914937808693,0.9999996324618887
ENSG00000169618,GPCR,gcpREV,0.9999918042283475,0.999999055599734
ENSG00000169618,GPCR,mtMet,0.9999770269952127,0.9999989608871387
ENSG00000169618,GPCR,HIVb,0.9999862782820303,0.99999907868456706
ENSG00000169618,GPCR,JC,0.9999803176654466,0.9999991851972055
ENSG00000169836,GPCR,LG,0.9999684675146223,0.9999956822002608
ENSG00000169836,GPCR,WAG,0.9999649052580522,0.9999969998691106
ENSG00000169836,GPCR,JTT,0.9999732831381859,0.9999976237231468
ENSG00000169836,GPCR,gcpREV,0.9999591331005894,0.9999947624682702
ENSG00000169836,GPCR,mtMet,0.9999505903105642,0.9999937234290038
ENSG00000169836,GPCR,HIVb,0.9999478196737663,0.9999941733875929
ENSG00000169836,GPCR,JC,0.9999236422589105,0.9999973854133184
ENSG00000169860,GPCR,LG,0.9999756926971245,0.999996405417991
ENSG00000169860,GPCR,WAG,0.9999782308048218,0.9999976184811125
ENSG00000169860,GPCR,JTT,0.999970518850657,0.9999978058260358
ENSG00000169860,GPCR,gcpREV,0.9999547044681308,0.999996384710693
ENSG00000169860,GPCR,mtMet,0.9999625140352725,0.9999956223318351
ENSG00000169860,GPCR,HIVb,0.9999646616686872,0.9999949686475397
ENSG00000169860,GPCR,JC,0.9998934967932598,0.9999973127056739
ENSG00000170075,GPCR,LG,0.9999723537512127,0.999998330794667
ENSG00000170075,GPCR,WAG,0.9999779519775563,0.999999088491271
ENSG00000170075,GPCR,JTT,0.9999608654461978,0.9999990903827934
ENSG00000170075,GPCR,gcpREV,0.9999400113530074,0.9999976628363114
ENSG00000170075,GPCR,mtMet,0.9999546039103713,0.9999970421109698
ENSG00000170075,GPCR,HIVb,0.9999311231579087,0.9999982874331819
ENSG00000170075,GPCR,JC,0.9998663839835613,0.9999984479965802
ENSG00000170214,GPCR,LG,0.9998173479537672,0.99999062325106
ENSG00000170214,GPCR,WAG,0.9998362225201591,0.9999921458394675
ENSG00000170214,GPCR,JTT,0.9998522389506576,0.9999922912212712
ENSG00000170214,GPCR,gcpREV,0.999821527301905,0.9999886518126226
ENSG00000170214,GPCR,mtMet,0.9998198286133841,0.9999883261127996
ENSG00000170214,GPCR,HIVb,0.9997920829692225,0.9999885914490789
ENSG00000170214,GPCR,JC,0.999889853240157,0.9999914090587618
ENSG00000170775,GPCR,LG,0.9998767868347702,0.9999941797327826
ENSG00000170775,GPCR,WAG,0.9999237060432881,0.9999964249846869
ENSG00000170775,GPCR,JTT,0.9998937779695225,0.9999918759836155
ENSG00000170775,GPCR,gcpREV,0.9999093854419436,0.9999890130917403
ENSG00000170775,GPCR,mtMet,0.9998839679967522,0.9999057799448348
ENSG00000170775,GPCR,HIVb,0.9998946220204223,0.9999890499166371
ENSG00000170775,GPCR,JC,0.9998960189368402,0.9999787171347274
ENSG00000170820,GPCR,LG,0.9999906556388082,0.9999997906549108
ENSG00000170820,GPCR,WAG,0.9999925064003955,0.9999998882148148
ENSG00000170820,GPCR,JTT,0.9999953931992993,0.999999882021554
ENSG00000170820,GPCR,gcpREV,0.9999827194538335,0.9999996416107776
ENSG00000170820,GPCR,mtMet,0.9999846507003902,0.9999995785290795
ENSG00000170820,GPCR,HIVb,0.9999875475570416,0.9999996928565102
ENSG00000170820,GPCR,JC,0.9999878492856454,0.9999997590999571
ENSG00000171014,GPCR,LG,0.9999840990705803,0.9999966480631772
ENSG00000171014,GPCR,WAG,0.9999882132931368,0.9999981453818222
ENSG00000171014,GPCR,JTT,0.999990770791273,0.9999983415780005
ENSG00000171014,GPCR,gcpREV,0.9999884356890008,0.9999969149010838
ENSG00000171014,GPCR,mtMet,0.9999864341766234,0.9999903945622189
ENSG00000171014,GPCR,HIVb,0.9999763153988825,0.9999967209227256
ENSG00000171014,GPCR,JC,0.9999726458313398,0.9999985355532016
ENSG00000171517,GPCR,LG,0.99999208649389,0.9999995784357832
ENSG00000171517,GPCR,WAG,0.9999821334299955,0.999999736958315
ENSG00000171517,GPCR,JTT,0.9999863757161449,0.9999997057308231
ENSG00000171517,GPCR,gcpREV,0.999988170535843,0.9999994656460637
ENSG00000171517,GPCR,mtMet,0.9999884968658886,0.9999992159466037
ENSG00000171517,GPCR,HIVb,0.9999864572997978,0.9999994367966718
ENSG00000171517,GPCR,JC,0.9999153172909496,0.9999921648084547
ENSG00000171631,GPCR,LG,0.9999646695184002,0.9999985644667173
ENSG00000171631,GPCR,WAG,0.9999766296425215,0.9999989864648681
ENSG00000171631,GPCR,JTT,0.9999698934848082,0.9999987656652782
ENSG00000171631,GPCR,gcpREV,0.9999724367159739,0.9999982350137213
ENSG00000171631,GPCR,mtMet,0.9999262459063426,0.999996659835083
ENSG00000171631,GPCR,HIVb,0.999928033061078,0.9999965927667064
ENSG00000171631,GPCR,JC,0.9998982013184887,0.9999987529944285
ENSG00000171657,GPCR,LG,0.9999483977702204,0.9999964502251404
ENSG00000171657,GPCR,WAG,0.9999382948816106,0.9999983604530815
ENSG00000171657,GPCR,JTT,0.999957257189169,0.9999982120548104
ENSG00000171657,GPCR,gcpREV,0.9999435017799365,0.9999962647096662
ENSG00000171657,GPCR,mtMet,0.9999361966603918,0.9999936780020734
ENSG00000171657,GPCR,HIVb,0.9999476983344948,0.9999527215628492
ENSG00000171657,GPCR,JC,0.999936895906546,0.9999919094118077
ENSG00000171860,GPCR,LG,0.9999552011609638,0.999997691585685
ENSG00000171860,GPCR,WAG,0.9999711436274843,0.9999988697621602
ENSG00000171860,GPCR,JTT,0.9999598772729174,0.9999989880534687
ENSG00000171860,GPCR,gcpREV,0.999960604137739,0.9999980525182636
ENSG00000171860,GPCR,mtMet,0.9999430868100667,0.9999973426683688
ENSG00000171860,GPCR,HIVb,0.9999379503325496,0.9999982137363398
ENSG00000171860,GPCR,JC,0.9999541835328982,0.9999993339607811
ENSG00000172209,GPCR,LG,0.9999996167508982,0.9999984392383511
ENSG00000172209,GPCR,WAG,0.9999989460645669,0.9999989233495555
ENSG00000172209,GPCR,JTT,0.9999984670035936,0.9999997695093011
ENSG00000172209,GPCR,gcpREV,0.9999994251262557,0.9999983137762591
ENSG00000172209,GPCR,mtMet,0.9999988502526952,0.9999997113219781
ENSG00000172209,GPCR,HIVb,0.99999990418772,0.9999998140837648
ENSG00000172209,GPCR,JC,0.999997892124709,0.9999908136877043
ENSG00000172215,GPCR,LG,0.9999638260982843,0.9999945965694881
ENSG00000172215,GPCR,WAG,0.9999693287244724,0.99999500836327
ENSG00000172215,GPCR,JTT,0.9999521030699929,0.9999953063158258
ENSG00000172215,GPCR,gcpREV,0.9999543519767878,0.9999866589291708
ENSG00000172215,GPCR,mtMet,0.9999303317015608,0.9999817569916956
ENSG00000172215,GPCR,HIVb,0.9999624863223409,0.9999897942913362
ENSG00000172215,GPCR,JC,0.9999658835808239,0.9999973953086145
ENSG00000172243,GPCR,LG,0.9999550723405881,0.9999990084942508
ENSG00000172243,GPCR,WAG,0.9999685349447738,0.9999995489224003
ENSG00000172243,GPCR,JTT,0.9999757359103837,0.9999996969886381
ENSG00000172243,GPCR,gcpREV,0.9999788667540547,0.9999990298432916
ENSG00000172243,GPCR,mtMet,0.9999650910411679,0.9999986715907676
ENSG00000172243,GPCR,HIVb,0.9999787102347101,0.9999995635289484
ENSG00000172243,GPCR,JC,0.9999675956894918,0.9999997307295188
ENSG00000172289,GPCR,LG,0.9996858689112103,0.9999883516010115
ENSG00000172289,GPCR,WAG,0.9997938515943516,0.9999305756610692
ENSG00000172289,GPCR,JTT,0.9997616529895271,0.9999274700620499
ENSG00000172289,GPCR,gcpREV,0.99977117529219794,0.9999914268920512
ENSG00000172289,GPCR,mtMet,0.9997022627734765,0.999987732532589
ENSG00000172289,GPCR,HIVb,0.9997620456534653,0.9999898695232309
ENSG00000172289,GPCR,JC,0.9996194098431762,0.9999408636352382
ENSG00000172377,GPCR,LG,0.9999449883055465,0.9999912411854821
ENSG00000172377,GPCR,WAG,0.9998945443691357,0.9999964948246673
ENSG00000172377,GPCR,JTT,0.9999414135383978,0.99999582401714
ENSG00000172377,GPCR,gcpREV,0.9999396261309221,0.9999989204364338
ENSG00000172377,GPCR,mtMet,0.9999194684480706,0.9999919485663663
ENSG00000172377,GPCR,HIVb,0.9999291004515526,0.9999972655466655
ENSG00000172377,GPCR,JC,0.9999366470691413,0.9999984653352274
ENSG00000172381,GPCR,LG,0.9995737704505845,0.9999778847007013
ENSG00000172381,GPCR,WAG,0.9997089805470019,0.9999822978932931
ENSG00000172381,GPCR,JTT,0.999698631869931,0.9999824303698815
ENSG00000172381,GPCR,gcpREV,0.9996830606303997,0.9999635853922612
ENSG00000172381,GPCR,mtMet,0.9995766726002184,0.9999700735831796
ENSG00000172381,GPCR,HIVb,0.9995092611721127,0.9999638341251973
ENSG00000172381,GPCR,JC,0.9990673587003908,0.9999509026478108
ENSG00000172935,GPCR,LG,0.9999721995001253,0.9999991140224783
ENSG00000172935,GPCR,WAG,0.9999632369447273,0.9999993664816018
ENSG00000172935,GPCR,JTT,0.999959170592085,0.9999994783835153
ENSG00000172935,GPCR,gcpREV,0.9999598344982159,0.999998806346151
ENSG00000172935,GPCR,mtMet,0.9999633199404226,0.9999991449738862
ENSG00000172935,GPCR,HIVb,0.9999727803992456,0.9999992778741965
ENSG00000172935,GPCR,JC,0.9998575118045171,0.9999987541181126
ENSG00000173391,GPCR,LG,0.9996549162554992,0.9997351003913726
ENSG00000173391,GPCR,WAG,0.9997105050166785,0.9998190812450206
ENSG00000173391,GPCR,JTT,0.9996918002604772,0.9996904762164542
ENSG00000173391,GPCR,gcpREV,0.9995932755466639,0.9996987609364567
ENSG00000173391,GPCR,mtMet,0.9996459108289476,0.9999444089109282
ENSG00000173391,GPCR,HIVb,0.9996221334228429,0.9998987867118267
ENSG00000173391,GPCR,JC,0.9940415466334781,0.9976686902864189
ENSG00000173402,GPCR,LG,0.9999966188372219,0.9999996906781227
ENSG00000173402,GPCR,WAG,0.9999974390500258,0.9999998137823106
ENSG00000173402,GPCR,JTT,0.9999949961158826,0.9999998062217512
ENSG00000173402,GPCR,gcpREV,0.9999926298921183,0.9999995585521574
ENSG00000173402,GPCR,mtMet,0.999991414326089,0.9999993822091933
ENSG00000173402,GPCR,HIVb,0.9999955979982481,0.9999996003045417
ENSG00000173402,GPCR,JC,0.9999902400606477,0.9999996106619767
ENSG00000173578,GPCR,LG,0.9999684740702159,0.9999971067149296
ENSG00000173578,GPCR,WAG,0.9999667144785673,0.9999987422069767
ENSG00000173578,GPCR,JTT,0.9999663479003937,0.9999986884565124
ENSG00000173578,GPCR,gcpREV,0.9999563769015207,0.9999966077617974
ENSG00000173578,GPCR,mtMet,0.9999579165495549,0.9999944493892091
ENSG00000173578,GPCR,HIVb,0.9999601160272121,0.9999975196910349
ENSG00000173578,GPCR,JC,0.9999623154612761,0.9999989264339981
ENSG00000173612,GPCR,LG,0.9999750120553769,0.9999989043734329
ENSG00000173612,GPCR,WAG,0.9999836492358032,0.9999985622844741
ENSG00000173612,GPCR,JTT,0.9999767066187314,0.999999215062961
ENSG00000173612,GPCR,gcpREV,0.99997260131938015,0.999998738653836
ENSG00000173612,GPCR,mtMet,0.9999740297629415,0.9999983854862827
ENSG00000173612,GPCR,HIVb,0.9999716464164066,0.9999988212429557
ENSG00000173612,GPCR,JC,0.9999560587300964,0.9999985284728924
ENSG00000173890,GPCR,LG,0.9998943523154448,0.9999977741507616
ENSG00000173890,GPCR,WAG,0.9999340372020987,0.9999988110952306
ENSG00000173890,GPCR,JTT,0.9999344968982586,0.9999991123251307
ENSG00000173890,GPCR,gcpREV,0.9999114367962754,0.9999982354328799
ENSG00000173890,GPCR,mtMet,0.99992890430657555,0.9999984986027624
ENSG00000173890,GPCR,HIVb,0.9999215495616421,0.9999978619753884
ENSG00000173890,GPCR,JC,0.9998870740898511,0.9999948609827884
ENSG00000174343,GPCR,LG,0.9999792862260282,0.9999977687611985
ENSG00000174343,GPCR,WAG,0.9999893407245821,0.9999994791544591
ENSG00000174343,GPCR,JTT,0.9999906258783542,0.9999993039517768
ENSG00000174343,GPCR,gcpREV,0.9999783034606539,0.9999986270050586
ENSG00000174343,GPCR,mtMet,0.9999749015604454,0.99999783976589
ENSG00000174343,GPCR,HIVb,0.9999847292649877,0.9999988979669927
ENSG00000174343,GPCR,JC,0.9999921378358448,0.9999996956165994
ENSG00000174417,GPCR,LG,0.9998865022334539,0.9999972149900146
ENSG00000174417,GPCR,WAG,0.9998886350064279,0.999998113787511
ENSG00000174417,GPCR,JTT,0.9999128447675653,0.9999977860667898
ENSG00000174417,GPCR,gcpREV,0.9998543377743901,0.9999967773042961
