dataset,sequences,sites,model,type,logl,AICc,nparam,treelength
ENSG00000168539,20,465,JC69-G,gpcr,-2198.78789194,4508.24216207,55,0.330309063701
ENSG00000169208,22,316,gcpREV-G,gpcr,-3314.63904804,6752.37591901,61,2.01529809814
ENSG00000172243,23,269,mtMet-No,gpcr,-4896.09938648,9917.4744098,62,3.67465753717
ENSG00000178394,20,422,JTT-No,gpcr,-3330.2693387,6773.30021861,56,0.84652759623
ENSG00000128519,20,301,gcpREV-No,gpcr,-6188.66137897,12490.39336,56,5.24910465223
ENSG00000157219,25,370,JC69-G,gpcr,-5013.88127902,10162.7549344,67,2.79797250163
ENSG00000169313,20,360,JTT-G,gpcr,-2891.96439376,5898.85457862,57,1.38594481837
ENSG00000184394,24,318,WAG-No,gpcr,-3049.17961214,6227.45873532,64,1.80424858277
ENSG00000109163,30,328,mtMet-G,gpcr,-3889.19249774,7933.61548104,77,2.01397190316
ENSG00000164128,29,385,gcpREV-G,gpcr,-3167.32130802,6483.64351776,74,1.48764145247
ENSG00000104290,20,667,JC69-G,gpcr,-3122.21754454,6358.93290567,57,0.387873827179
ENSG00000177535,23,322,mtMet-G,gpcr,-3836.99382004,7801.08597841,63,4.38311843853
ENSG00000204475,20,220,HIVBm-No,gpcr,-3612.34155246,7338.15305656,56,3.71278797313
ENSG00000108947,20,346,mtMet-G,gpcr,-2181.46928551,4477.90213849,57,0.722060258374
ENSG00000164849,24,337,JTT-No,gpcr,-4580.81899901,9290.6750166,64,2.25307457805
ENSG00000184984,26,533,JC69-G,gpcr,-5931.25382622,12001.2082617,69,1.51448628107
ENSG00000104290,20,667,LG-No,gpcr,-3022.07019434,6156.621003,56,0.255238691681
ENSG00000124731,20,253,HIVBm-G,gpcr,-5313.2816868,10741.8852449,57,6.43327690297
ENSG00000139193,22,295,JC69-G,gpcr,-5448.75858511,11020.693897,61,4.03268727246
ENSG00000197403,20,312,JC69-No,gpcr,-3167.46529053,6447.96308956,56,1.13022176296
ENSG00000130234,20,824,WAG-No,gpcr,-11665.7586328,23443.9059887,56,2.30524328285
ENSG00000162594,20,698,gcpREV-G,gpcr,-10810.0687824,21734.6131799,57,4.11274654285
ENSG00000188822,29,419,gcpREV-G,gpcr,-6242.18298741,12635.3100742,75,4.60574215938
ENSG00000109163,30,328,WAG-No,gpcr,-4078.01422701,8309.22726587,76,1.70435235716
ENSG00000121966,20,362,gcpREV-G,gpcr,-2290.14389041,4695.20841573,57,0.978032937015
ENSG00000132517,20,475,gcpREV-No,gpcr,-5250.90621073,10614.4884778,56,1.70931013504
ENSG00000182854,22,343,gcpREV-G,gpcr,-4462.88953388,9048.78975722,61,3.29473324041
ENSG00000115353,22,409,HIVBm-No,gpcr,-2546.00290365,5212.82487411,60,0.533463845109
ENSG00000129048,25,350,HIVBm-No,gpcr,-3851.19215311,7835.4028482,66,1.52752297644
ENSG00000168229,23,366,gcpREV-G,gpcr,-5288.89859098,10704.7624681,63,3.49338501215
ENSG00000112964,20,688,JC69-G,gpcr,-7963.20331894,16040.8891952,57,1.86823475826
ENSG00000171631,21,384,WAG-No,gpcr,-3509.7643371,7136.38363985,58,1.30777504934
ENSG00000135218,20,476,HIVBm-G,gpcr,-5079.62801874,10273.9548327,57,2.0677932828
ENSG00000135577,24,402,HIVBm-G,gpcr,-4035.67758157,8202.25059208,65,2.15840168887
ENSG00000147380,20,417,mtMet-G,gpcr,-3805.67151614,7726.14139017,57,1.84557429105
ENSG00000197309,23,317,mtMet-G,gpcr,-4485.41852352,9097.95286273,63,3.74515625751
ENSG00000198785,20,1147,mtMet-G,gpcr,-8059.21332565,16232.715612,57,0.912779376596
ENSG00000176299,24,313,HIVBm-G,gpcr,-2292.38975424,4715.93180502,65,0.909064620113
ENSG00000176299,24,313,gcpREV-No,gpcr,-2401.74843398,4932.61409636,64,0.764153445309
ENSG00000124731,20,253,gcpREV-G,gpcr,-5357.48065882,10830.2831889,57,6.63296127867
ENSG00000164342,20,906,HIVBm-No,gpcr,-11567.539401,23247.4322317,56,1.97740396055
ENSG00000178394,20,422,mtMet-G,gpcr,-3177.24042763,6469.26968847,57,1.30823066169
ENSG00000122375,20,569,JTT-No,gpcr,-6588.45666676,13289.4771417,56,1.96248729117
ENSG00000128519,20,301,JTT-No,gpcr,-6135.96455496,12384.999712,56,4.94095604589
ENSG00000022355,22,466,WAG-No,gpcr,-2673.48176385,5465.65819018,59,0.561572164582
ENSG00000186188,24,385,JTT-No,gpcr,-4372.74468743,8874.39618685,64,1.66850416137
ENSG00000135960,20,487,mtMet-G,gpcr,-3934.59438483,7983.87168641,57,1.67832467068
ENSG00000166603,20,337,HIVBm-No,gpcr,-2041.46690586,4195.88907133,56,0.521163471019
ENSG00000154309,20,1560,JC69-No,gpcr,-17749.9519982,35612.1089863,56,1.50231424061
ENSG00000138271,24,375,gcpREV-No,gpcr,-3255.44371657,6639.8186027,64,1.04236995946
ENSG00000121594,20,357,LG-No,gpcr,-6677.51972873,13467.9407705,56,5.11938996636
ENSG00000120907,25,490,HIVBm-No,gpcr,-4048.85142259,8230.42877475,66,1.03805101993
ENSG00000155249,22,324,mtMet-No,gpcr,-2887.58178925,5896.1993787,60,1.03747328521
ENSG00000128285,20,447,WAG-No,gpcr,-3786.48991005,7685.69849621,56,0.982818891741
ENSG00000170075,21,493,LG-G,gpcr,-5598.07471499,11314.8372761,59,2.16781659083
ENSG00000164849,24,337,LG-G,gpcr,-4594.10438645,9319.27833161,65,2.56820834275
ENSG00000167822,21,316,JC69-No,gpcr,-4471.47341128,9059.98741857,58,2.0772241533
ENSG00000147434,23,501,gcpREV-No,gpcr,-5668.85606422,11462.3938038,62,1.46544705523
ENSG00000147434,23,501,JC69-No,gpcr,-6139.70016489,12404.0820052,62,1.47667669968
ENSG00000137872,25,1091,LG-No,gpcr,-6894.5730278,13921.4711071,66,0.655638170283
ENSG00000197403,20,312,WAG-G,gpcr,-2731.63180689,5578.33317055,57,1.19921850062
ENSG00000166884,24,315,HIVBm-G,gpcr,-3436.12796384,7003.40084362,65,2.00242264969
ENSG00000110195,20,271,mtMet-No,gpcr,-3913.00307929,7939.1965371,56,2.58243490365
ENSG00000134061,21,663,HIVBm-No,gpcr,-10377.4388082,20871.3712689,58,2.91861171116
ENSG00000159346,24,377,JC69-No,gpcr,-2540.21165457,5207.32090486,63,0.604571451127
ENSG00000113070,23,216,gcpREV-No,gpcr,-2345.42429461,4816.44124976,62,1.48681740465
ENSG00000171014,20,318,gcpREV-No,gpcr,-3176.53056568,6466.07398238,56,1.24399264358
ENSG00000135973,21,374,HIVBm-G,gpcr,-3579.29661925,7277.50162958,59,1.81029601054
ENSG00000198967,22,313,mtMet-G,gpcr,-3285.31698567,6693.74241214,61,2.01996615468
ENSG00000168685,23,476,HIVBm-No,gpcr,-8920.9248439,17966.5673727,62,4.08392030251
ENSG00000139514,24,644,gcpREV-G,gpcr,-6925.47037819,13981.4982613,65,3.37237744956
ENSG00000166856,20,412,HIVBm-No,gpcr,-6092.69042545,12298.1610049,56,2.77119774821
ENSG00000135973,21,374,gcpREV-G,gpcr,-3641.85111523,7402.61062153,59,1.81996404473
ENSG00000198967,22,313,WAG-G,gpcr,-3326.05495639,6775.21835357,61,1.72832265544
ENSG00000180269,23,354,gcpREV-No,gpcr,-1885.17477711,3889.22557501,59,0.386754035993
ENSG00000168539,20,465,mtMet-G,gpcr,-2061.98959254,4234.64556326,55,0.353456337602
ENSG00000082556,24,383,JTT-No,gpcr,-2954.84197303,6038.59552709,64,0.827037092388
ENSG00000198967,22,313,LG-G,gpcr,-3349.84574245,6822.7999257,61,1.87266703865
ENSG00000180269,23,354,WAG-No,gpcr,-1880.55634759,3879.98871596,59,0.383749556685
ENSG00000102076,20,417,mtMet-G,gpcr,-3790.44097066,7695.6802992,57,1.84521681632
ENSG00000160654,28,188,WAG-No,gpcr,-4670.81176975,9487.64858284,72,5.35711766042
ENSG00000181927,21,321,WAG-No,gpcr,-4820.54152722,9758.10729869,58,2.65420102733
ENSG00000164128,29,385,gcpREV-No,gpcr,-3301.33464546,6749.64341409,73,1.07653723265
ENSG00000115221,21,793,gcpREV-No,gpcr,-6318.86734291,12754.1471241,58,0.836995776607
ENSG00000175898,21,356,WAG-No,gpcr,-3250.76226501,6618.44727506,58,1.07307192463
ENSG00000139193,22,295,JTT-G,gpcr,-4956.33310289,10035.8429326,61,4.18195995113
ENSG00000151617,20,428,mtMet-G,gpcr,-2664.63752114,5444.05274164,57,0.721317442024
ENSG00000173578,21,354,WAG-G,gpcr,-4733.83641084,9586.63295186,59,2.81846266229
ENSG00000172289,20,321,WAG-G,gpcr,-3450.20717462,7015.45364506,57,2.04658039393
ENSG00000182974,23,313,JTT-G,gpcr,-2327.60912922,4782.34846166,63,0.869978080419
ENSG00000115221,21,793,mtMet-G,gpcr,-6147.01392215,12412.4545303,59,0.982461645513
ENSG00000184845,21,456,mtMet-G,gpcr,-2706.37609938,5529.47133294,58,0.712938461465
ENSG00000173612,21,943,mtMet-No,gpcr,-10627.0404846,21370.4276062,58,1.66620979059
ENSG00000110195,20,271,gcpREV-No,gpcr,-3962.87867329,8038.9477251,56,2.56522771145
ENSG00000164930,22,723,HIVBm-No,gpcr,-6408.23235665,12936.9266887,60,1.06250262653
ENSG00000137101,24,412,WAG-No,gpcr,-11395.5987807,22920.0445532,64,7.44030994638
ENSG00000177535,23,322,gcpREV-No,gpcr,-4116.06950944,8357.20288923,62,2.04384289633
ENSG00000121966,20,362,LG-No,gpcr,-2438.95062116,4990.79000746,56,0.632741612189
ENSG00000183150,22,415,LG-No,gpcr,-4207.95100571,8536.70915663,60,1.39955376053
ENSG00000204174,25,377,JTT-G,gpcr,-5371.28713915,10877.5480947,67,2.8212944728
ENSG00000185231,21,298,HIVBm-No,gpcr,-2875.91821642,5868.94048189,58,1.34423883579
ENSG00000182749,24,353,WAG-No,gpcr,-3855.85929192,7840.70823532,64,1.4508080658
ENSG00000169252,24,422,JTT-No,gpcr,-4248.91943582,8626.66566286,64,1.27813403934
ENSG00000164251,23,411,JC69-G,gpcr,-5436.08589149,10999.0306604,63,2.72671373726
ENSG00000163702,21,845,JTT-No,gpcr,-11364.9102267,22846.2074262,58,2.86498160052
ENSG00000154165,25,365,gcpREV-G,gpcr,-4672.34047018,9479.687013,67,2.68461928836
ENSG00000119737,21,540,JTT-No,gpcr,-4636.54038913,9389.68746207,58,0.960559399371
ENSG00000166856,20,412,mtMet-G,gpcr,-5875.78565739,11866.3794301,57,3.71663858283
ENSG00000181803,20,332,gcpREV-No,gpcr,-3523.62706736,7160.22390535,56,1.3515139595
ENSG00000163914,26,373,JTT-G,gpcr,-2525.89277973,5184.70384417,66,0.943983106283
ENSG00000135218,20,476,mtMet-No,gpcr,-5336.2773522,10785.2293319,56,1.61924708579
ENSG00000144476,29,364,JC69-G,gpcr,-4087.71882889,8326.52544404,75,2.33293394451
ENSG00000183813,21,376,HIVBm-No,gpcr,-3563.7457994,7242.33518135,57,1.38158965397
ENSG00000165370,21,537,JC69-No,gpcr,-6887.96108941,13892.5322697,58,1.94129251906
ENSG00000134853,20,1112,mtMet-No,gpcr,-8534.14765001,17180.583088,56,0.826510240761
ENSG00000187037,24,317,JC69-No,gpcr,-5786.2416701,11701.5863496,64,3.51834854894
ENSG00000170075,21,493,JTT-G,gpcr,-5454.03915684,11026.7661598,59,1.96652755368
ENSG00000148604,22,308,gcpREV-G,gpcr,-3447.77057496,7018.66775105,61,2.07010831851
ENSG00000121966,20,362,HIVBm-G,gpcr,-2284.45078646,4683.82220784,57,1.0196506867
ENSG00000164128,29,385,WAG-No,gpcr,-3293.39967183,6733.77346681,73,1.04289501954
ENSG00000174944,21,346,JC69-No,gpcr,-5640.97623012,11398.9020925,58,2.53891148023
ENSG00000128285,20,447,LG-No,gpcr,-3858.59256305,7829.90380222,56,0.990764390834
ENSG00000174946,22,329,gcpREV-G,gpcr,-3145.20228297,6411.4244907,60,1.75486422057
ENSG00000185231,21,298,JTT-No,gpcr,-2876.20426427,5869.51257757,58,1.30763758435
ENSG00000104290,20,667,LG-G,gpcr,-2969.44950513,6053.39682686,57,0.313489950839
ENSG00000134853,20,1112,JTT-No,gpcr,-8408.2779009,16928.8435898,56,0.813646181685
ENSG00000171657,26,345,JTT-No,gpcr,-4487.10742745,9111.26911847,68,2.04771735323
ENSG00000118432,32,476,gcpREV-G,gpcr,-2269.17889185,4699.21317279,80,0.358146100806
ENSG00000170820,22,697,LG-G,gpcr,-6923.19472346,13968.8847324,61,1.42315432491
ENSG00000175898,21,356,JTT-G,gpcr,-3029.69932623,6178.35334502,59,1.36255341408
ENSG00000168229,23,366,mtMet-G,gpcr,-5247.15588284,10621.2770518,63,3.97149385149
ENSG00000180988,21,328,gcpREV-G,gpcr,-3277.63887934,6674.31466553,59,2.33192376057
ENSG00000122420,29,371,HIVBm-No,gpcr,-4110.29491545,8369.62876763,74,1.54041398365
ENSG00000188822,29,419,WAG-No,gpcr,-6633.67486044,13416.2688994,74,3.1664901807
ENSG00000101958,20,452,JC69-G,gpcr,-1880.85269879,3874.4160733,56,0.219705148901
ENSG00000075073,25,415,WAG-G,gpcr,-4648.83909268,9432.56224473,67,2.28607394611
ENSG00000137101,24,412,WAG-G,gpcr,-11144.3180171,22419.5095833,65,9.74992012402
ENSG00000198967,22,313,HIVBm-No,gpcr,-3406.26530729,6933.60314205,60,1.51958694104
ENSG00000186513,23,318,WAG-G,gpcr,-4009.21842808,8145.54913203,63,2.64819227199
ENSG00000182854,22,343,mtMet-G,gpcr,-4457.60273938,9038.21616824,61,3.52039711292
ENSG00000167359,20,323,mtMet-G,gpcr,-2881.08338634,5877.19957492,57,1.73359152527
ENSG00000183840,24,474,JC69-G,gpcr,-6645.7160016,13422.1906239,65,2.81692669371
ENSG00000108947,20,346,HIVBm-No,gpcr,-2221.14879083,4555.22778712,56,0.656412447269
ENSG00000036828,25,1110,JTT-No,gpcr,-9083.55671184,18299.4328977,66,0.914250012033
ENSG00000159346,24,377,WAG-No,gpcr,-2426.28629556,4979.47018686,63,0.584681748977
ENSG00000183813,21,376,WAG-No,gpcr,-3603.4165186,7321.67661974,57,1.32767641974
ENSG00000150637,23,355,gcpREV-G,gpcr,-6820.46553553,13767.9265037,63,4.87939131018
ENSG00000137070,20,470,JC69-No,gpcr,-6305.80520749,12724.2937073,56,2.30381707892
ENSG00000182749,24,353,mtMet-G,gpcr,-3614.84643822,7360.71357593,65,1.90714650653
ENSG00000172289,20,321,HIVBm-G,gpcr,-3409.20340829,6933.44611241,57,2.33021045326
ENSG00000181927,21,321,JC69-No,gpcr,-5441.29167311,10999.6075905,58,2.82896861712
ENSG00000169252,24,422,LG-G,gpcr,-4145.60578454,8422.06428226,65,1.48793690586
ENSG00000173402,23,899,HIVBm-G,gpcr,-6560.41905737,13247.2293242,63,0.94496247171
ENSG00000176299,24,313,gcpREV-G,gpcr,-2315.91294515,4762.97818683,65,0.911221723907
ENSG00000135914,22,484,LG-No,gpcr,-5539.3228133,11199.3370406,60,1.54708271761
ENSG00000125245,30,336,JTT-G,gpcr,-3372.07812112,6899.35720204,77,1.67265947844
ENSG00000156097,22,452,JC69-No,gpcr,-2806.43644006,5731.58918931,59,0.469489529946
ENSG00000147380,20,417,JTT-No,gpcr,-3858.14960904,7829.06995332,56,1.35272979534
ENSG00000122375,20,569,WAG-G,gpcr,-6485.27954675,13085.1430893,57,2.52032691666
ENSG00000166884,24,315,gcpREV-No,gpcr,-3561.13259415,7251.37526168,64,1.5207900882
ENSG00000168758,22,843,mtMet-No,gpcr,-7418.89993447,14958.1958657,60,1.08830815921
ENSG00000180616,25,375,gcpREV-No,gpcr,-2698.22541196,5529.40097433,66,0.687165011653
ENSG00000129048,25,350,LG-No,gpcr,-3906.16897029,7945.35648257,66,1.48975543272
ENSG00000149534,21,280,JTT-G,gpcr,-5186.48195139,10492.1803976,59,5.81420510769
ENSG00000187918,20,324,mtMet-No,gpcr,-3231.79744016,6576.58880838,56,1.46267274442
ENSG00000180708,20,351,LG-G,gpcr,-3759.12196341,7633.19365391,57,2.59572530868
ENSG00000170820,22,697,LG-No,gpcr,-7113.14049653,14346.7602702,60,1.28162599906
ENSG00000110195,20,271,LG-G,gpcr,-3719.95594655,7555.14501507,57,3.06626971809
ENSG00000156097,22,452,HIVBm-G,gpcr,-2525.9949587,5172.73058319,60,0.567080247188
ENSG00000173402,23,899,JC69-No,gpcr,-7558.76005879,15241.8990833,62,0.808643430504
ENSG00000164930,22,723,gcpREV-G,gpcr,-6229.91210589,12582.3016165,61,1.20209797228
ENSG00000181927,21,321,HIVBm-G,gpcr,-4653.26567117,9425.59106393,59,3.64151280555
ENSG00000172289,20,321,JC69-No,gpcr,-3973.74174752,8060.48679536,56,1.81277580511
ENSG00000161649,21,486,LG-G,gpcr,-7865.86846961,15850.4347512,59,6.92728513208
ENSG00000171014,20,318,WAG-G,gpcr,-3069.37923183,6253.80765439,57,1.67158743945
ENSG00000185231,21,298,gcpREV-G,gpcr,-2799.95811682,5719.0585376,59,1.57639990987
ENSG00000075073,25,415,mtMet-G,gpcr,-4596.25002268,9327.38410475,67,2.57102804966
ENSG00000166160,20,417,LG-G,gpcr,-3797.13933528,7709.07702845,57,1.6844874834
ENSG00000179097,20,368,gcpREV-No,gpcr,-2508.16106854,5129.19629839,56,0.650861261057
ENSG00000183813,21,376,gcpREV-G,gpcr,-3459.26991086,7035.41311507,58,1.59712651946
ENSG00000102076,20,417,LG-No,gpcr,-3881.22086117,7875.21245757,56,1.35505266369
ENSG00000184394,24,318,LG-No,gpcr,-3061.40330136,6251.90611375,64,1.90708769014
ENSG00000154165,25,365,HIVBm-No,gpcr,-4832.95031371,9798.8770019,66,2.0997658782
ENSG00000007908,22,704,WAG-No,gpcr,-12302.0196409,24724.5137745,60,3.7020787729
ENSG00000180269,23,354,WAG-G,gpcr,-1828.7225311,3778.35089069,60,0.427382828484
ENSG00000120659,24,328,LG-G,gpcr,-3417.13866931,6965.37649311,65,1.59019682104
ENSG00000129048,25,350,JTT-No,gpcr,-3830.90317438,7794.82489073,66,1.47794853126
ENSG00000153563,20,306,WAG-G,gpcr,-5375.71581876,10866.5223666,57,5.45893868142
ENSG00000137070,20,470,HIVBm-G,gpcr,-5725.83099452,11566.3697604,57,3.62050011738
ENSG00000184574,23,413,LG-No,gpcr,-3985.30135481,8095.4306028,62,2.6320841047
ENSG00000197403,20,312,gcpREV-No,gpcr,-2784.96619848,5682.96490545,56,1.03221698338
ENSG00000166603,20,337,LG-G,gpcr,-2046.44932575,4207.88817559,57,0.642671623518
ENSG00000166856,20,412,gcpREV-G,gpcr,-5911.77294502,11938.3540054,57,3.38448646831
ENSG00000135973,21,374,HIVBm-No,gpcr,-3732.78988196,7582.45776264,58,1.39110945505
ENSG00000134489,23,429,LG-G,gpcr,-8559.92016241,17246.6629302,63,7.03710844831
ENSG00000168685,23,476,gcpREV-G,gpcr,-8844.7029179,17816.1467399,63,4.86191439099
ENSG00000139514,24,644,HIVBm-No,gpcr,-7413.95277302,14956.4461217,64,1.87959461635
ENSG00000173890,22,341,mtMet-G,gpcr,-5186.49627522,10496.0092171,61,3.6048378488
ENSG00000168575,20,671,LG-G,gpcr,-5148.86107934,10412.2169948,57,1.14648350486
ENSG00000168229,23,366,gcpREV-No,gpcr,-5576.96198057,11278.8589701,62,2.52344773243
ENSG00000007908,22,704,mtMet-No,gpcr,-12594.5489133,25309.5723194,60,3.86636837355
ENSG00000170820,22,697,WAG-No,gpcr,-7057.79889716,14236.0770715,60,1.26643913856
ENSG00000174417,28,413,gcpREV-No,gpcr,-3153.60870384,6452.13221056,72,0.90384266403
ENSG00000164604,26,370,WAG-G,gpcr,-1240.97708868,2592.59825932,55,0.0908584450144
ENSG00000159164,20,744,LG-G,gpcr,-3077.94838576,6270.34286517,57,0.188298145974
ENSG00000169208,22,316,WAG-G,gpcr,-3355.87928638,6834.8563957,61,1.81154459052
ENSG00000204420,25,298,JC69-G,gpcr,-5786.2856586,11707.805671,67,4.61775782519
ENSG00000174944,21,346,HIVBm-G,gpcr,-4644.92695702,9408.8364286,59,4.1213709082
ENSG00000172209,21,470,LG-No,gpcr,-2001.56049038,4115.77154634,56,0.201935388807
ENSG00000166603,20,337,mtMet-G,gpcr,-2024.68399068,4164.35750546,57,0.69308363494
ENSG00000147262,23,472,WAG-G,gpcr,-4605.65876463,9338.06474943,63,2.12536817659
ENSG00000204475,20,220,mtMet-G,gpcr,-3439.21912077,6993.96104209,57,7.17501305806
ENSG00000137070,20,470,mtMet-No,gpcr,-5975.21951652,12063.1223253,56,2.56723813465
ENSG00000198104,20,317,JTT-No,gpcr,-3668.75761206,7450.53129924,56,1.66334317893
ENSG00000121966,20,362,JC69-No,gpcr,-2646.98517914,5406.85912342,56,0.674307962726
ENSG00000124557,21,543,WAG-G,gpcr,-7879.17026888,15876.9647113,59,3.4502639691
ENSG00000115221,21,793,WAG-G,gpcr,-6108.44452342,12335.3157328,59,0.895378722642
ENSG00000187918,20,324,JTT-G,gpcr,-3105.68979434,6326.40917447,57,1.72786766673
ENSG00000258227,24,222,mtMet-No,gpcr,-4279.57457843,8688.73000428,64,4.73340519872
ENSG00000148604,22,308,WAG-No,gpcr,-3595.07228826,7311.23467331,60,1.76599270521
ENSG00000108947,20,346,gcpREV-G,gpcr,-2192.32575172,4499.61507091,57,0.739681125808
ENSG00000164251,23,411,LG-G,gpcr,-4904.35147979,9935.56183699,63,2.85363901994
ENSG00000119737,21,540,mtMet-No,gpcr,-4678.91440065,9474.43548511,58,0.974613063893
ENSG00000115353,22,409,JTT-No,gpcr,-2523.94968573,5168.71843826,60,0.517171558028
ENSG00000173890,22,341,gcpREV-No,gpcr,-5303.31208589,10727.6079105,60,3.13840105106
ENSG00000150637,23,355,HIVBm-No,gpcr,-6892.95107504,13910.8663565,62,4.42761490763
ENSG00000187037,24,317,HIVBm-G,gpcr,-4937.85888279,10006.8553948,65,13.5516426305
ENSG00000151577,22,460,WAG-G,gpcr,-4310.44373118,8743.63950054,61,1.66484493322
ENSG00000110848,26,211,WAG-G,gpcr,-4627.97240201,9395.72840815,69,4.70571032691
ENSG00000165370,21,537,HIVBm-G,gpcr,-5862.04179522,11842.7147752,59,2.48261035572
ENSG00000139514,24,644,WAG-G,gpcr,-6914.77601012,13960.1095251,65,2.7447288691
ENSG00000135898,24,334,JTT-G,gpcr,-5331.72012805,10794.5195014,65,3.81779421219
ENSG00000176299,24,313,HIVBm-No,gpcr,-2381.60574104,4892.3287105,64,0.769379202965
ENSG00000146904,20,1002,LG-G,gpcr,-9390.81424123,18895.9593803,57,1.38069324807
ENSG00000102239,28,402,LG-No,gpcr,-5238.14760448,10621.2352072,72,1.87132162482
ENSG00000159164,20,744,LG-No,gpcr,-3106.75605395,6325.94278995,56,0.174093157181
ENSG00000165370,21,537,JC69-G,gpcr,-6562.44751115,13243.5262071,59,2.35040792162
ENSG00000147155,21,242,mtMet-No,gpcr,-3449.23283541,7015.82820316,58,2.83574156535
ENSG00000204475,20,220,JTT-G,gpcr,-3408.00956304,6931.54192663,57,4.88481652004
ENSG00000155249,22,324,LG-G,gpcr,-2834.26545839,5791.60139512,61,1.29472722989
ENSG00000165621,22,344,JTT-G,gpcr,-3576.29521049,7275.59814814,61,1.70344691156
ENSG00000148604,22,308,HIVBm-No,gpcr,-3515.48117844,7152.05245368,60,1.85058890428
ENSG00000125245,30,336,JTT-No,gpcr,-3551.33165417,7255.83335733,76,1.34603252857
ENSG00000187037,24,317,JTT-G,gpcr,-4930.52021075,9992.17805077,65,9.42360193703
ENSG00000124557,21,543,mtMet-No,gpcr,-8114.44583877,16345.4949921,58,3.41666440727
ENSG00000181072,23,468,mtMet-G,gpcr,-2753.09717843,5632.94800172,63,0.669054275244
ENSG00000118432,32,476,HIVBm-No,gpcr,-2338.58156761,4835.99734852,79,0.27997001234
ENSG00000168758,22,843,JC69-G,gpcr,-7847.18544334,15816.7801055,61,1.25477857537
ENSG00000169313,20,360,JTT-No,gpcr,-3051.45101922,6215.79578057,56,1.06486077195
ENSG00000174946,22,329,HIVBm-No,gpcr,-3292.36485859,6703.71606435,59,1.39300837536
ENSG00000180988,21,328,HIVBm-No,gpcr,-3475.07362758,7067.14945167,58,1.45351123142
ENSG00000122420,29,371,gcpREV-G,gpcr,-3915.4385566,7981.94422919,75,1.9749347854
ENSG00000135973,21,374,JC69-No,gpcr,-4224.58156789,8566.04113451,58,1.4489881157
ENSG00000180245,21,388,WAG-No,gpcr,-4818.31858718,9753.48326163,58,2.07734237979
ENSG00000149534,21,280,JTT-No,gpcr,-5313.78519438,10744.7461318,58,5.04388594621
ENSG00000198967,22,313,gcpREV-G,gpcr,-3279.81179685,6682.73203449,61,1.87608840682
ENSG00000132517,20,475,mtMet-No,gpcr,-5223.57967325,10559.8354028,56,1.7149825713
ENSG00000151617,20,428,gcpREV-No,gpcr,-2780.79877418,5674.34834219,56,0.55197454664
ENSG00000170214,28,528,mtMet-G,gpcr,-3750.38136626,7647.49719887,73,1.30012231264
ENSG00000166160,20,417,JC69-G,gpcr,-4174.90216274,8464.60268337,57,2.02164654029
ENSG00000135960,20,487,gcpREV-No,gpcr,-4165.96122943,8444.58175866,56,1.00180820268
ENSG00000151617,20,428,LG-G,gpcr,-2672.54317139,5459.86404215,57,0.661490913376
ENSG00000182974,23,313,HIVBm-G,gpcr,-2315.31703508,4757.76427338,63,0.931297882024
ENSG00000102239,28,402,WAG-G,gpcr,-4965.68807597,10078.3423476,73,2.14236331176
